periodId;eventDate;Clanmate;Arena Total;Common Total;Rare Total;Epic Total;Tartaros Total;Elven Total;Cursed Total;Bank Total;Runic Total;Heroic Total;VotA Total;ROTA Total;EAs Total;Union Total;Jormungandr Total;Points
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Serdriel;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Romazan;0;3;2;2;0;8;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;T-34;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Elgi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;warrior of frost;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Hexe Kaukau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;LosBolLos;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Rifur;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Roland;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Lord Rahl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Ivanhoe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Daijind;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Eiskonigin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Railkayilas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Mary Pili;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Alexkidbro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Gocha;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;kingdom warrior jn;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;rami;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Lindis;0;7;2;1;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Bluebird;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Traiano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Tigra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;WildMG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Krys;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Donald Duck;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;El Mosca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Rover;0;1;1;0;0;7;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Danara;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;NikolajDNK;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Barsian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;YurasiK;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Kantrius;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Dalinad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;MELISA;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Upasara Wulung;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Lassus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;BlueBird;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Ya kut;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;kingdom warrior 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Angelina 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Eragon;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;SBzBy li;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Elsa;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;kingchris;1;9;0;2;0;1;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Gardashura;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Fendis;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Serdriilas;0;1;1;2;0;0;0;3;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Miaso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;White Los;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Buck Man;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Lanmoin der 3te;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Adoran;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Kupriyanych;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Kelerosir;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Jackal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Germanoi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Moginn;0;6;0;5;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Miss Pelace;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Perros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Rein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Brodyaga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Monkey De Luffy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;KlaxxoN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-17;Alpha Logburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Tigra;0;2;0;0;0;0;0;1;0;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;LosBolLos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Zuzilkree;0;3;2;0;0;0;0;0;0;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Serdriilas;0;13;2;0;0;0;0;1;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Rover;0;12;2;1;0;15;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Mikoikt;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Jackal;0;3;0;0;0;8;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Moginn;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Alpha Logburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Adoran;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Lindis;0;11;1;1;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Lord Rahl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Miaso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Miss Pelace;0;10;8;11;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Hulsa;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Elsa;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Tehn;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;koi;0;3;0;2;0;9;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Brodyaga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Angelina 2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Buck Man;0;12;2;3;0;3;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Hexe Kaukau;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;YurasiK;0;29;4;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;WildMG;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Danara;0;14;4;9;0;11;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Rainblade;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Kupriyanych;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Ya kut;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Lassus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;DerVerstandnisvolle;0;4;0;0;0;0;0;0;0;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;kingdom warrior 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;NikolajDNK;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Heinrich der Lowe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Elgi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Mary Pili;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;KlaxxoN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Daijind;0;7;0;0;0;1;0;1;0;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Railkayilas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Kelerosir;0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Forondod;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Ivanhoe;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Fendis;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;MELISA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Nightfang;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Romazan;0;15;3;2;0;23;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Lanmoin der Kleine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;White Los;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Vakums;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Kantrius;0;10;0;2;0;0;0;0;0;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Gocha;0;3;0;2;0;0;0;0;0;0;0;0;0;0;2;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Bluebird;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Donald Duck;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Cerberus;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Roland;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;T-34;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;kingdom warrior jn;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Traiano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Dalinad;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Fray;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Gardashura;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Petrov val;0;9;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;TrAIANO 2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;MIKI;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Kamaw DOC;0;8;0;7;0;0;0;1;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Eragon;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Friedoline;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Shahanna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Upasara Wulung;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Barsian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;SBzBy li;0;10;1;0;0;4;0;0;0;0;0;0;0;0;4;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Rifur;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Alexkidbro;0;0;0;0;0;0;0;2;0;0;0;0;0;0;10;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Serdriel;0;3;2;0;0;0;0;1;0;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Frostterror;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;BlueBird;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;El Mosca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Lanmoin der 3te;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Rein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Nightwulf;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Eiskonigin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;rami;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Monkey De Luffy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Germanoi;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;kingchris;2;9;0;0;0;0;0;0;0;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Jannoz;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-14;Perros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Adoran;0;11;0;0;0;0;0;0;2;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Hexe Kaukau;0;10;0;4;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Kamaw DOC;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Rover;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Lord Rahl;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Lanmoin der Kleine;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Mary Pili;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Serdriel;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Nightwulf;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Zuzilkree;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;kingchris;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;SBzBy li;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Kelerosir;0;36;1;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;YurasiK;0;15;1;0;0;0;0;0;0;0;0;0;0;0;1;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Shahanna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Barsian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Ya kut;0;4;0;0;0;0;0;0;0;0;0;0;0;0;3;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Alexkidbro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;T-34;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;El Mosca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Rainblade;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Cerberus;0;4;1;1;0;0;0;0;0;0;0;0;0;0;2;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Brodyaga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Donald Duck;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Fray;0;6;2;3;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;rami;1;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;MIKI;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Romazan;0;9;4;0;0;14;0;0;0;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Miss Pelace;0;5;0;0;0;0;0;0;4;0;0;0;0;0;0;0
8wWTNiIJrtIc0bfLn8RZ;2025-07-15;Rein;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
