Name;Kategorie;Level;Truhen_CSV;Truhen_JSON;Punkte_CSV;Punkte_JSON;Status
REY THOR;Bone Chest;20;0;1;0;64;Fehlt in CSV
REY THOR;Chest of the Cursed;15;0;4;0;240;Fehlt in CSV
REY THOR;Pumpkin Chest;0;0;1;0;0;Fehlt in CSV
REY THOR;Cursed Citadel Chest;20;0;1;0;80;Fehlt in CSV
REY THOR;Quick March Chest;0;0;10;0;0;Fehlt in CSV
REY THOR;Harpy Chest;15;0;3;0;180;Fehlt in CSV
REY THOR;Chest of Authority;0;0;3;0;0;Fehlt in CSV
REY THOR;Forgotten Chest;15;0;3;0;60;Fehlt in CSV
REY THOR;Forgotten Chest;5;0;1;0;2;Fehlt in CSV
REY THOR;Forgotten Chest;20;0;1;0;64;Fehlt in CSV
REY THOR;Braided Chest;15;0;1;0;60;Fehlt in CSV
REY THOR;Braided Chest;20;0;1;0;192;Fehlt in CSV
REY THOR;Hermes Chest;0;0;3;0;0;Fehlt in CSV
REY THOR;Titansteel Chest;15;0;3;0;180;Fehlt in CSV
REY THOR;Scarab Chest;15;0;2;0;120;Fehlt in CSV
REY THOR;Cobra Chest;15;0;2;0;40;Fehlt in CSV
REY THOR;Cobra Chest;10;0;1;0;10;Fehlt in CSV
REY THOR;Merchant's Chest;0;0;2;0;0;Fehlt in CSV
REY THOR;Ancients' Chest;0;0;120;0;0;Fehlt in CSV
REY THOR;Ancient Warrior's Chest;15;0;1;0;60;Fehlt in CSV
REY THOR;Fire Chest;15;0;3;0;60;Fehlt in CSV
REY THOR;Fire Chest;20;0;1;0;64;Fehlt in CSV
REY THOR;Scorpion Chest;15;0;1;0;60;Fehlt in CSV
REY THOR;Ancient Bastion Chest;15;0;2;0;120;Fehlt in CSV
REY THOR;Mayan Chest;15;0;3;0;60;Fehlt in CSV
REY THOR;Mayan Chest;10;0;1;0;10;Fehlt in CSV
REY THOR;House of Horrors Chest;15;0;5;0;300;Fehlt in CSV
REY THOR;Gnome Workshop Chest;15;0;6;0;120;Fehlt in CSV
REY THOR;Gladiator's Chest;0;0;2;0;0;Fehlt in CSV
REY THOR;Tartaros Chest;15;0;9;0;540;Fehlt in CSV
REY THOR;Barbarian Chest;15;0;9;0;180;Fehlt in CSV
REY THOR;Barbarian Chest;10;0;1;0;10;Fehlt in CSV
REY THOR;Wooden Chest;0;0;4;0;200;Fehlt in CSV
REY THOR;Minotaur Chest;15;0;1;0;60;Fehlt in CSV
REY THOR;Orc Chest;15;0;3;0;60;Fehlt in CSV
Kelerosir;Sand Chest;5;0;1;0;2;Fehlt in CSV
Kelerosir;Sand Chest;15;0;50;0;1000;Fehlt in CSV
Kelerosir;Sand Chest;10;0;19;0;190;Fehlt in CSV
Kelerosir;Sand Chest;20;0;1;0;64;Fehlt in CSV
Kelerosir;Stone Chest;5;0;3;0;6;Fehlt in CSV
Kelerosir;Stone Chest;15;0;57;0;1140;Fehlt in CSV
Kelerosir;Stone Chest;10;0;11;0;110;Fehlt in CSV
Kelerosir;Infernal Chest;5;0;1;0;2;Fehlt in CSV
Kelerosir;Infernal Chest;15;0;45;0;900;Fehlt in CSV
Kelerosir;Infernal Chest;10;0;11;0;110;Fehlt in CSV
Kelerosir;Rare Dragon Chest;15;0;21;0;840;Fehlt in CSV
Kelerosir;Rare Dragon Chest;10;0;16;0;256;Fehlt in CSV
Kelerosir;Ancientsâ€˜ Chest;0;0;2;0;0;Fehlt in CSV
Kelerosir;Elven Citadel Chest;15;0;26;0;1040;Fehlt in CSV
Kelerosir;Elven Citadel Chest;10;0;7;0;140;Fehlt in CSV
Kelerosir;Dark Omens chest;0;0;2;0;0;Fehlt in CSV
Kelerosir;Elegant Chest;5;0;1;0;2;Fehlt in CSV
Kelerosir;Elegant Chest;15;0;57;0;1140;Fehlt in CSV
Kelerosir;Elegant Chest;10;0;15;0;150;Fehlt in CSV
Kelerosir;Bone Chest;5;0;2;0;4;Fehlt in CSV
Kelerosir;Bone Chest;15;0;51;0;1020;Fehlt in CSV
Kelerosir;Bone Chest;10;0;19;0;190;Fehlt in CSV
Kelerosir;Chest of the Cursed;15;0;3;0;180;Fehlt in CSV
Kelerosir;Pumpkin Chest;0;0;1;0;0;Fehlt in CSV
Kelerosir;Jörmungandr's Chest;0;0;4;0;0;Fehlt in CSV
Kelerosir;Quick March Chest;0;0;7;0;0;Fehlt in CSV
Kelerosir;Forgotten Chest;5;0;2;0;4;Fehlt in CSV
Kelerosir;Forgotten Chest;15;0;38;0;760;Fehlt in CSV
Kelerosir;Forgotten Chest;10;0;14;0;140;Fehlt in CSV
Kelerosir;Hermes Chest;0;0;1;0;0;Fehlt in CSV
Kelerosir;Braided Chest;15;0;1;0;60;Fehlt in CSV
Kelerosir;Scarab Chest;15;0;2;0;120;Fehlt in CSV
Kelerosir;Cobra Chest;5;0;3;0;6;Fehlt in CSV
Kelerosir;Cobra Chest;15;0;45;0;900;Fehlt in CSV
Kelerosir;Cobra Chest;10;0;12;0;120;Fehlt in CSV
Kelerosir;Merchant's Chest;0;0;1;0;0;Fehlt in CSV
Kelerosir;Ancients' Chest;0;0;66;0;0;Fehlt in CSV
Kelerosir;Fire Chest;5;0;2;0;4;Fehlt in CSV
Kelerosir;Fire Chest;15;0;54;0;1080;Fehlt in CSV
Kelerosir;Fire Chest;10;0;21;0;210;Fehlt in CSV
Kelerosir;BarbariarÄ± Chest;10;0;1;0;0;Fehlt in CSV
Kelerosir;Mayan Chest;5;0;1;0;2;Fehlt in CSV
Kelerosir;Mayan Chest;15;0;43;0;860;Fehlt in CSV
Kelerosir;Mayan Chest;10;0;16;0;160;Fehlt in CSV
Kelerosir;House of Horrors Chest;15;0;1;0;60;Fehlt in CSV
Kelerosir;Gnome Workshop Chest;5;0;3;0;6;Fehlt in CSV
Kelerosir;Gnome Workshop Chest;15;0;63;0;1260;Fehlt in CSV
Kelerosir;Gnome Workshop Chest;10;0;12;0;120;Fehlt in CSV
Kelerosir;Gnome Workshop Chest;20;0;1;0;64;Fehlt in CSV
Kelerosir;Gladiator's Chest;0;0;1;0;0;Fehlt in CSV
Kelerosir;Tartaros Chest;15;0;23;0;1380;Fehlt in CSV
Kelerosir;Tartaros Chest;10;0;62;0;1240;Fehlt in CSV
Kelerosir;Tartaros Chest;20;0;6;0;1152;Fehlt in CSV
Kelerosir;Barbarian Chest;5;0;3;0;6;Fehlt in CSV
Kelerosir;Barbarian Chest;15;0;57;0;1140;Fehlt in CSV
Kelerosir;Barbarian Chest;10;0;21;0;210;Fehlt in CSV
Kelerosir;Wooden Chest;0;0;1;0;50;Fehlt in CSV
Kelerosir;Orc Chest;5;0;1;0;2;Fehlt in CSV
Kelerosir;Orc Chest;15;0;50;0;1000;Fehlt in CSV
Kelerosir;Orc Chest;10;0;13;0;130;Fehlt in CSV
Eiskdnigin;Tartaros Chest;30;0;16;0;24000;Fehlt in CSV
T-3434;Ancients' Chest;0;0;3;0;0;Fehlt in CSV
T-3434;Quick March Chest;0;0;1;0;0;Fehlt in CSV
Barsian;Omen Chest;0;0;62;0;0;Fehlt in CSV
Barsian;Turtle Chest;25;0;1;0;768;Fehlt in CSV
Barsian;Sand Chest;25;0;2;0;512;Fehlt in CSV
Barsian;Rare Dragon Chest;30;0;1;0;1280;Fehlt in CSV
Barsian;Rare Dragon Chest;25;0;7;0;2450;Fehlt in CSV
Barsian;Ancientsâ€˜ Chest;0;0;1;0;0;Fehlt in CSV
Barsian;Elven Citadel Chest;25;0;1;0;170;Fehlt in CSV
Barsian;Union Chest;0;0;20;0;0;Fehlt in CSV
Barsian;Elegant Chest;25;0;1;0;256;Fehlt in CSV
Barsian;Bone Chest;25;0;1;0;256;Fehlt in CSV
Barsian;Runic Chest;35;0;1;0;0;Fehlt in CSV
Barsian;Pumpkin Chest;0;0;2;0;0;Fehlt in CSV
Barsian;Jörmungandr's Chest;0;0;10;0;0;Fehlt in CSV
Barsian;Cursed Citadel Chest;25;0;1;0;170;Fehlt in CSV
Barsian;Quick March Chest;0;0;4;0;0;Fehlt in CSV
Barsian;Harpy Chest;25;0;2;0;1536;Fehlt in CSV
Barsian;Forgotten Chest;25;0;1;0;256;Fehlt in CSV
Barsian;Titansteel Chest;25;0;2;0;1536;Fehlt in CSV
Barsian;Braided Chest;25;0;1;0;768;Fehlt in CSV
Barsian;Hermes Chest;0;0;3;0;0;Fehlt in CSV
Barsian;Scarab Chest;25;0;1;0;768;Fehlt in CSV
Barsian;Merchant's Chest;0;0;1;0;0;Fehlt in CSV
Barsian;Ancients' Chest;0;0;39;0;0;Fehlt in CSV
Barsian;Ancient Warrior's Chest;25;0;2;0;1536;Fehlt in CSV
Barsian;Scorpion Chest;25;0;2;0;1536;Fehlt in CSV
Barsian;Fire Chest;25;0;1;0;256;Fehlt in CSV
Barsian;Priest's Chest;25;0;1;0;768;Fehlt in CSV
Barsian;Ancient Bastion Chest;25;0;4;0;3072;Fehlt in CSV
Barsian;White Wood Chest;25;0;2;0;1536;Fehlt in CSV
Barsian;Gnome Workshop Chest;25;0;1;0;256;Fehlt in CSV
Barsian;Tartaros Chest;25;0;31;0;23808;Fehlt in CSV
Barsian;Barbarian Chest;25;0;1;0;256;Fehlt in CSV
Barsian;Minotaur Chest;25;0;2;0;1536;Fehlt in CSV
Barsian;Cobalt Chest;25;0;3;0;2304;Fehlt in CSV
Barsian;Wooden Chest;0;0;3;0;150;Fehlt in CSV
Barsian;Orc Chest;25;0;2;0;512;Fehlt in CSV
Nordka;Forgotten Chest;25;0;17;0;4352;Fehlt in CSV
Nordka;Sand Chest;25;0;3;0;768;Fehlt in CSV
Nordka;Harpy Chest;25;0;1;0;768;Fehlt in CSV
Nordka;Infernal Chest;25;0;1;0;256;Fehlt in CSV
Nordka;Stone Chest;25;0;1;0;256;Fehlt in CSV
Nordka;Rare Dragon Chest;15;0;4;0;160;Fehlt in CSV
Nordka;Rare Dragon Chest;20;0;17;0;2176;Fehlt in CSV
Nordka;Rare Dragon Chest;25;0;2;0;700;Fehlt in CSV
Nordka;Runic Chest;25;0;3;0;0;Fehlt in CSV
Nordka;Runic Chest;30;0;5;0;0;Fehlt in CSV
Nordka;Runic Chest;20;0;2;0;0;Fehlt in CSV
Nordka;Runic Chest;35;0;3;0;0;Fehlt in CSV
Nordka;Ancients' Chest;0;0;12;0;0;Fehlt in CSV
Nordka;Fire Chest;25;0;6;0;1536;Fehlt in CSV
Nordka;Elven Citadel Chest;30;0;1;0;350;Fehlt in CSV
Nordka;Elven Citadel Chest;15;0;3;0;120;Fehlt in CSV
Nordka;Barbarian Chest;25;0;1;0;256;Fehlt in CSV
Nordka;Cursed Citadel Chest;20;0;2;0;160;Fehlt in CSV
Nordka;Cursed Citadel Chest;25;0;1;0;170;Fehlt in CSV
Nordka;Sacred Rituals Chest;0;0;2;0;0;Fehlt in CSV
Nordka;Orc Chest;25;0;13;0;3328;Fehlt in CSV
Nordka;Quick March Chest;0;0;1;0;0;Fehlt in CSV
Nordka;Elegant Chest;25;0;2;0;512;Fehlt in CSV
Nordka;Bone Chest;25;0;2;0;512;Fehlt in CSV
Taugal;Sand Chest;15;0;12;0;240;Fehlt in CSV
Taugal;Sand Chest;10;0;9;0;90;Fehlt in CSV
Taugal;Sand Chest;20;0;3;0;192;Fehlt in CSV
Taugal;Turtle Chest;15;0;3;0;180;Fehlt in CSV
Taugal;Turtle Chest;20;0;1;0;192;Fehlt in CSV
Taugal;Stone Chest;15;0;10;0;200;Fehlt in CSV
Taugal;Stone Chest;10;0;8;0;80;Fehlt in CSV
Taugal;Stone Chest;20;0;2;0;128;Fehlt in CSV
Taugal;Infernal Chest;5;0;2;0;4;Fehlt in CSV
Taugal;Infernal Chest;15;0;13;0;260;Fehlt in CSV
Taugal;Infernal Chest;10;0;6;0;60;Fehlt in CSV
Taugal;Infernal Chest;20;0;2;0;128;Fehlt in CSV
Taugal;Rare Dragon Chest;15;0;13;0;520;Fehlt in CSV
Taugal;Rare Dragon Chest;10;0;4;0;64;Fehlt in CSV
Taugal;Elven Citadel Chest;15;0;13;0;520;Fehlt in CSV
Taugal;Elven Citadel Chest;10;0;18;0;360;Fehlt in CSV
Taugal;Dark Omens chest;0;0;2;0;0;Fehlt in CSV
Taugal;Elegant Chest;15;0;18;0;360;Fehlt in CSV
Taugal;Elegant Chest;10;0;5;0;50;Fehlt in CSV
Taugal;Bone Chest;5;0;1;0;2;Fehlt in CSV
Taugal;Bone Chest;15;0;4;0;80;Fehlt in CSV
Taugal;Bone Chest;10;0;10;0;100;Fehlt in CSV
Taugal;Bone Chest;20;0;1;0;64;Fehlt in CSV
Taugal;Chest of the Cursed;15;0;3;0;180;Fehlt in CSV
Taugal;Chest of the Cursed;20;0;1;0;192;Fehlt in CSV
Taugal;Trillium Chest;15;0;3;0;180;Fehlt in CSV
Taugal;Trillium Chest;20;0;1;0;192;Fehlt in CSV
Taugal;Pumpkin Chest;0;0;7;0;0;Fehlt in CSV
Taugal;Jörmungandr's Chest;0;0;10;0;0;Fehlt in CSV
Taugal;Quick March Chest;0;0;9;0;0;Fehlt in CSV
Taugal;Harpy Chest;15;0;5;0;300;Fehlt in CSV
Taugal;Forgotten Chest;15;0;10;0;200;Fehlt in CSV
Taugal;Forgotten Chest;20;0;2;0;128;Fehlt in CSV
Taugal;Forgotten Chest;10;0;14;0;140;Fehlt in CSV
Taugal;Titansteel Chest;15;0;1;0;60;Fehlt in CSV
Taugal;Hermes Chest;0;0;5;0;0;Fehlt in CSV
Taugal;Scarab Chest;15;0;2;0;120;Fehlt in CSV
Taugal;Abandoned Chest;15;0;1;0;60;Fehlt in CSV
Taugal;Abandoned Chest;20;0;1;0;192;Fehlt in CSV
Taugal;Cobra Chest;5;0;1;0;2;Fehlt in CSV
Taugal;Cobra Chest;15;0;12;0;240;Fehlt in CSV
Taugal;Cobra Chest;20;0;1;0;64;Fehlt in CSV
Taugal;Cobra Chest;10;0;8;0;80;Fehlt in CSV
Taugal;Merchant's Chest;0;0;3;0;0;Fehlt in CSV
Taugal;Ancients' Chest;0;0;96;0;0;Fehlt in CSV
Taugal;Ancient Warrior's Chest;15;0;5;0;300;Fehlt in CSV
Taugal;Ancient Warrior's Chest;20;0;2;0;384;Fehlt in CSV
Taugal;Fire Chest;1;0;1;0;20;Fehlt in CSV
Taugal;Fire Chest;15;0;12;0;240;Fehlt in CSV
Taugal;Fire Chest;10;0;8;0;80;Fehlt in CSV
Taugal;Fire Chest;20;0;1;0;64;Fehlt in CSV
Taugal;Priest's Chest;15;0;3;0;180;Fehlt in CSV
Taugal;Ancient Bastion Chest;15;0;4;0;240;Fehlt in CSV
Taugal;Mayan Chest;15;0;9;0;180;Fehlt in CSV
Taugal;Mayan Chest;10;0;7;0;70;Fehlt in CSV
Taugal;House of Horrors Chest;15;0;1;0;60;Fehlt in CSV
Taugal;Gnome Workshop Chest;5;0;1;0;2;Fehlt in CSV
Taugal;Gnome Workshop Chest;15;0;11;0;220;Fehlt in CSV
Taugal;Gnome Workshop Chest;20;0;1;0;64;Fehlt in CSV
Taugal;Gnome Workshop Chest;10;0;12;0;120;Fehlt in CSV
Taugal;Gladiator's Chest;0;0;6;0;0;Fehlt in CSV
Taugal;Barbarian Chest;15;0;13;0;260;Fehlt in CSV
Taugal;Barbarian Chest;10;0;16;0;160;Fehlt in CSV
Taugal;Barbarian Chest;20;0;4;0;768;Fehlt in CSV
Taugal;Minotaur Chest;15;0;1;0;60;Fehlt in CSV
Taugal;Minotaur Chest;20;0;2;0;384;Fehlt in CSV
Taugal;Wooden Chest;0;0;2;0;100;Fehlt in CSV
Taugal;Orc Chest;15;0;16;0;320;Fehlt in CSV
Taugal;Orc Chest;10;0;7;0;70;Fehlt in CSV
Taugal;Orc Chest;20;0;1;0;64;Fehlt in CSV
Mary Pili;Sand Chest;20;0;1;0;64;Fehlt in CSV
Mary Pili;Stone Chest;25;0;1;0;256;Fehlt in CSV
Mary Pili;Infernal Chest;25;0;1;0;256;Fehlt in CSV
Mary Pili;Rare Dragon Chest;20;0;7;0;896;Fehlt in CSV
Mary Pili;Bone Chest;20;0;2;0;128;Fehlt in CSV
Mary Pili;Chest of the Cursed;20;0;2;0;384;Fehlt in CSV
Mary Pili;Trillium Chest;20;0;1;0;192;Fehlt in CSV
Mary Pili;Jörmungandr's Chest;0;0;5;0;0;Fehlt in CSV
Mary Pili;Quick March Chest;0;0;5;0;0;Fehlt in CSV
Mary Pili;Forgotten Chest;20;0;1;0;64;Fehlt in CSV
Mary Pili;Forgotten Chest;25;0;1;0;256;Fehlt in CSV
Mary Pili;Hermes Chest;0;0;4;0;0;Fehlt in CSV
Mary Pili;Scarab Chest;20;0;2;0;384;Fehlt in CSV
Mary Pili;Ancients' Chest;0;0;52;0;0;Fehlt in CSV
Mary Pili;Fire Chest;25;0;1;0;256;Fehlt in CSV
Mary Pili;Ancient Bastion Chest;20;0;2;0;384;Fehlt in CSV
Mary Pili;Mayan Chest;20;0;1;0;64;Fehlt in CSV
Mary Pili;Mayan Chest;25;0;3;0;768;Fehlt in CSV
Mary Pili;House of Horrors Chest;20;0;2;0;384;Fehlt in CSV
Mary Pili;Gnome Workshop Chest;20;0;1;0;64;Fehlt in CSV
Mary Pili;Tartaros Chest;20;0;3;0;576;Fehlt in CSV
Mary Pili;Tartaros Chest;25;0;2;0;1536;Fehlt in CSV
Mary Pili;Gladiator's Chest;0;0;1;0;0;Fehlt in CSV
Mary Pili;Barbarian Chest;20;0;3;0;576;Fehlt in CSV
Mary Pili;Minotaur Chest;20;0;2;0;384;Fehlt in CSV
Mary Pili;Orc Chest;25;0;1;0;256;Fehlt in CSV
SBzBy II;Sand Chest;15;0;2;0;40;Fehlt in CSV
SBzBy II;Sand Chest;10;0;2;0;20;Fehlt in CSV
SBzBy II;Sand Chest;25;0;8;0;2048;Fehlt in CSV
SBzBy II;Precious Chest;0;0;6;0;6000;Fehlt in CSV
SBzBy II;Omen Chest;0;0;8;0;0;Fehlt in CSV
SBzBy II;Infernal Chest;15;0;2;0;40;Fehlt in CSV
SBzBy II;Infernal Chest;5;0;1;0;2;Fehlt in CSV
SBzBy II;Infernal Chest;20;0;4;0;256;Fehlt in CSV
SBzBy II;Infernal Chest;10;0;1;0;10;Fehlt in CSV
SBzBy II;Infernal Chest;25;0;9;0;2304;Fehlt in CSV
SBzBy II;Stone Chest;20;0;3;0;192;Fehlt in CSV
SBzBy II;Stone Chest;15;0;1;0;20;Fehlt in CSV
SBzBy II;Stone Chest;10;0;6;0;60;Fehlt in CSV
SBzBy II;Stone Chest;25;0;11;0;2816;Fehlt in CSV
SBzBy II;Turtle Chest;30;0;1;0;1500;Fehlt in CSV
SBzBy II;Turtle Chest;20;0;1;0;192;Fehlt in CSV
SBzBy II;Turtle Chest;25;0;2;0;1536;Fehlt in CSV
SBzBy II;Rare Dragon Chest;15;0;6;0;240;Fehlt in CSV
SBzBy II;Rare Dragon Chest;20;0;4;0;512;Fehlt in CSV
SBzBy II;Rare Dragon Chest;30;0;14;0;17920;Fehlt in CSV
SBzBy II;Rare Dragon Chest;10;0;5;0;80;Fehlt in CSV
SBzBy II;Rare Dragon Chest;25;0;12;0;4200;Fehlt in CSV
SBzBy II;Elven Citadel Chest;30;0;10;0;3500;Fehlt in CSV
SBzBy II;Elven Citadel Chest;20;0;3;0;240;Fehlt in CSV
SBzBy II;Elven Citadel Chest;25;0;13;0;2210;Fehlt in CSV
SBzBy II;Union Chest;0;0;15;0;0;Fehlt in CSV
SBzBy II;Golden Chest;0;0;27;0;13500;Fehlt in CSV
SBzBy II;Elegant Chest;20;0;1;0;64;Fehlt in CSV
SBzBy II;Elegant Chest;15;0;2;0;40;Fehlt in CSV
SBzBy II;Elegant Chest;10;0;1;0;10;Fehlt in CSV
SBzBy II;Elegant Chest;25;0;8;0;2048;Fehlt in CSV
SBzBy II;Bone Chest;15;0;2;0;40;Fehlt in CSV
SBzBy II;Bone Chest;20;0;1;0;64;Fehlt in CSV
SBzBy II;Bone Chest;10;0;4;0;40;Fehlt in CSV
SBzBy II;Bone Chest;25;0;12;0;3072;Fehlt in CSV
SBzBy II;Bronze Chest;0;0;46;0;4600;Fehlt in CSV
SBzBy II;Chest of the Cursed;30;0;2;0;3000;Fehlt in CSV
SBzBy II;Chest of the Cursed;25;0;3;0;2304;Fehlt in CSV
SBzBy II;Trillium Chest;15;0;1;0;60;Fehlt in CSV
SBzBy II;Elven Chest;27;0;1;0;150;Fehlt in CSV
SBzBy II;Runic Chest;25;0;1;0;0;Fehlt in CSV
SBzBy II;Silver Chest;0;0;15;0;3000;Fehlt in CSV
SBzBy II;Sapphire Chest;30;0;2;0;0;Fehlt in CSV
SBzBy II;Sapphire Chest;20;0;1;0;0;Fehlt in CSV
SBzBy II;Cursed Citadel Chest;20;0;1;0;80;Fehlt in CSV
SBzBy II;Jörmungandr's Chest;0;0;5;0;0;Fehlt in CSV
SBzBy II;Quick March Chest;0;0;9;0;0;Fehlt in CSV
SBzBy II;Harpy Chest;30;0;1;0;1500;Fehlt in CSV
SBzBy II;Chest of Authority;0;0;3;0;0;Fehlt in CSV
SBzBy II;Forgotten Chest;10;0;2;0;20;Fehlt in CSV
SBzBy II;Forgotten Chest;15;0;2;0;40;Fehlt in CSV
SBzBy II;Forgotten Chest;20;0;1;0;64;Fehlt in CSV
SBzBy II;Forgotten Chest;25;0;19;0;4864;Fehlt in CSV
SBzBy II;Titansteel Chest;30;0;1;0;1500;Fehlt in CSV
SBzBy II;Titansteel Chest;20;0;1;0;192;Fehlt in CSV
SBzBy II;Titansteel Chest;25;0;2;0;1536;Fehlt in CSV
SBzBy II;Braided Chest;30;0;1;0;1500;Fehlt in CSV
SBzBy II;Braided Chest;25;0;4;0;3072;Fehlt in CSV
SBzBy II;Hermes Chest;0;0;5;0;0;Fehlt in CSV
SBzBy II;Abandoned Chest;30;0;3;0;4500;Fehlt in CSV
SBzBy II;Scarab Chest;30;0;1;0;1500;Fehlt in CSV
SBzBy II;Cobra Chest;20;0;2;0;128;Fehlt in CSV
SBzBy II;Cobra Chest;10;0;1;0;10;Fehlt in CSV
SBzBy II;Cobra Chest;25;0;10;0;2560;Fehlt in CSV
SBzBy II;Merchant's Chest;0;0;1;0;0;Fehlt in CSV
SBzBy II;Ancients' Chest;0;0;108;0;0;Fehlt in CSV
SBzBy II;Ancient Warrior's Chest;30;0;1;0;1500;Fehlt in CSV
SBzBy II;Ancient Warrior's Chest;20;0;2;0;384;Fehlt in CSV
SBzBy II;Fire Chest;15;0;3;0;60;Fehlt in CSV
SBzBy II;Fire Chest;10;0;4;0;40;Fehlt in CSV
SBzBy II;Fire Chest;25;0;9;0;2304;Fehlt in CSV
SBzBy II;Priest's Chest;30;0;2;0;3000;Fehlt in CSV
SBzBy II;Scorpion Chest;30;0;4;0;6000;Fehlt in CSV
SBzBy II;Scorpion Chest;20;0;2;0;384;Fehlt in CSV
SBzBy II;Ancient Bastion Chest;25;0;1;0;768;Fehlt in CSV
SBzBy II;Mayan Chest;20;0;2;0;128;Fehlt in CSV
SBzBy II;Mayan Chest;10;0;1;0;10;Fehlt in CSV
SBzBy II;Mayan Chest;25;0;15;0;3840;Fehlt in CSV
SBzBy II;White Wood Chest;30;0;1;0;1500;Fehlt in CSV
SBzBy II;Gnome Workshop Chest;15;0;5;0;100;Fehlt in CSV
SBzBy II;Gnome Workshop Chest;25;0;17;0;4352;Fehlt in CSV
SBzBy II;Gladiator's Chest;0;0;12;0;0;Fehlt in CSV
SBzBy II;Tartaros Chest;30;0;20;0;30000;Fehlt in CSV
SBzBy II;Tartaros Chest;15;0;1;0;60;Fehlt in CSV
SBzBy II;Tartaros Chest;10;0;1;0;20;Fehlt in CSV
SBzBy II;Barbarian Chest;20;0;2;0;384;Fehlt in CSV
SBzBy II;Barbarian Chest;5;0;1;0;2;Fehlt in CSV
SBzBy II;Barbarian Chest;30;0;2;0;3000;Fehlt in CSV
SBzBy II;Barbarian Chest;10;0;1;0;10;Fehlt in CSV
SBzBy II;Barbarian Chest;25;0;13;0;3328;Fehlt in CSV
SBzBy II;Minotaur Chest;30;0;4;0;6000;Fehlt in CSV
SBzBy II;Minotaur Chest;15;0;1;0;60;Fehlt in CSV
SBzBy II;Minotaur Chest;25;0;1;0;768;Fehlt in CSV
SBzBy II;Wooden Chest;0;0;51;0;2550;Fehlt in CSV
SBzBy II;Orc Chest;15;0;1;0;20;Fehlt in CSV
